order_id,order_date,product_id,product_name,sales
US-2012-138093,10-12-2012,OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,27
US-2012-168732,10-12-2012,OFF-PA-10000520,Xerox 201,26
US-2012-138093,10-12-2012,OFF-PA-10000143,Astroparche Fine Business Paper,26
LI-2012-960,10-12-2012,OFF-ELD-10003181,"Eldon Box, Industrial",11
CA-2012-112823,10-12-2012,TEC-AC-10002550,Maxell 4.7GB DVD-RW 3/Pack,25
NI-2012-3730,10-12-2012,OFF-BIN-10001621,"Binney & Smith Canvas, Fluorescent",32
IT-2012-5228062,10-12-2012,OFF-AR-10004884,"Sanford Pens, Fluorescent",12
IT-2012-5228062,10-12-2012,OFF-BI-10003917,"Wilson Jones 3-Hole Punch, Recycled",28
NI-2012-3730,10-12-2012,OFF-IBI-10002805,"Ibico 3-Hole Punch, Economy",9
IN-2012-39763,10-12-2012,OFF-BI-10002684,"Avery Hole Reinforcements, Clear",12
MX-2012-166730,10-12-2012,OFF-FA-10003464,"Stockwell Rubber Bands, 12 Pack",12
CA-2012-143105,10-12-2012,OFF-LA-10004093,Avery 486,7
NI-2012-3730,10-12-2012,OFF-STO-10004841,"Stockwell Paper Clips, Assorted Sizes",3
CA-2012-121650,10-12-2012,OFF-AR-10001149,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",4
CA-2012-127502,10-12-2012,OFF-LA-10001613,Avery File Folder Labels,6
CA-2012-121650,10-12-2012,OFF-LA-10001045,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,3
US-2012-168732,10-12-2012,OFF-AR-10003087,Staples,2
IN-2012-33820,11-12-2012,TEC-PH-10002652,"Cisco Smart Phone, Cordless",1303
MX-2012-154179,11-12-2012,TEC-CO-10004367,"Canon Wireless Fax, Digital",1762
MX-2012-154179,11-12-2012,OFF-AP-10004191,"Cuisinart Refrigerator, Silver",1325
ES-2012-2412421,11-12-2012,FUR-BO-10004585,"Ikea 3-Shelf Cabinet, Traditional",769
CA-2012-135853,11-12-2012,TEC-AC-10004761,Maxell 4.7GB DVD+RW 3/Pack,175
MX-2012-110821,11-12-2012,FUR-CH-10000302,"Novimex Rocking Chair, Red",350
CA-2012-135853,11-12-2012,TEC-PH-10003691,BlackBerry Q10,126
US-2012-140522,11-12-2012,FUR-CH-10004054,"Hon Rocking Chair, Set of Two",213
CA-2012-150560,11-12-2012,OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",197
IN-2012-85193,11-12-2012,OFF-SU-10001124,"Acme Trimmer, High Speed",357
MX-2012-154179,11-12-2012,FUR-CH-10003107,"Office Star Swivel Stool, Red",348
CA-2012-155761,11-12-2012,TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac,160
MX-2012-154179,11-12-2012,TEC-AC-10001221,"Memorex Memory Card, USB",342
IN-2012-26883,11-12-2012,TEC-CO-10003777,"Hewlett Copy Machine, Color",731
US-2012-156860,11-12-2012,TEC-AC-10001876,"Logitech Memory Card, USB",276
IN-2012-85193,11-12-2012,TEC-MA-10002135,"Epson Printer, White",261
US-2012-156860,11-12-2012,TEC-CO-10003931,"Hewlett Fax Machine, High-Speed",338
CA-2012-104346,11-12-2012,FUR-TA-10000849,Bevis Rectangular Conference Tables,365
IN-2012-85193,11-12-2012,FUR-CH-10003508,"Novimex Swivel Stool, Set of Two",333
US-2012-156860,11-12-2012,TEC-CO-10002759,"HP Copy Machine, Laser",259
MX-2012-154179,11-12-2012,FUR-FU-10001161,"Deflect-O Photo Frame, Duo Pack",173
US-2012-156860,11-12-2012,OFF-EN-10000857,"Jiffy Interoffice Envelope, Set of 50",173
US-2012-156860,11-12-2012,FUR-BO-10002981,"Bush Floating Shelf Set, Metal",137
US-2012-145205,11-12-2012,TEC-AC-10001705,"Logitech Keyboard, Bluetooth",87
CA-2012-134082,11-12-2012,OFF-BI-10004230,GBC Recycled Grain Textured Covers,111
CA-2012-155761,11-12-2012,OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,46
IN-2012-50466,11-12-2012,OFF-BI-10000389,"Ibico Binding Machine, Clear",102
RS-2012-3220,11-12-2012,FUR-ADV-10000183,"Advantus Photo Frame, Black",106
RS-2012-3220,11-12-2012,OFF-BIN-10003327,"Binney & Smith Markers, Blue",145
CA-2012-135853,11-12-2012,OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,23
US-2012-156860,11-12-2012,OFF-AR-10003031,"Stanley Highlighters, Easy-Erase",56
MX-2012-154179,11-12-2012,FUR-BO-10001476,"Safco Corner Shelving, Pine",101
IZ-2012-3230,11-12-2012,OFF-WIL-10002153,"Wilson Jones 3-Hole Punch, Clear",55
CA-2012-104346,11-12-2012,FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",52
IZ-2012-3230,11-12-2012,OFF-HON-10004014,"Hon Shipping Labels, Adjustable",74
US-2012-156860,11-12-2012,OFF-AR-10001402,"Sanford Highlighters, Water Color",61
CA-2012-104346,11-12-2012,TEC-AC-10004396,Logitech Keyboard K120,58
CA-2012-104346,11-12-2012,OFF-PA-10001166,Xerox 1932,85
TU-2012-7140,11-12-2012,OFF-STA-10003908,"Stanley Highlighters, Blue",47
IZ-2012-3230,11-12-2012,FUR-ADV-10002889,"Advantus Clock, Durable",48
CA-2012-104346,11-12-2012,FUR-FU-10001473,DAX Wood Document Frame,55
ES-2012-2412421,11-12-2012,OFF-LA-10001284,"Smead Round Labels, 5000 Label Set",15
CA-2012-104346,11-12-2012,OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,28
IZ-2012-3230,11-12-2012,FUR-ELD-10001413,"Eldon Light Bulb, Black",50
MX-2012-105487,11-12-2012,OFF-ST-10001227,"Eldon Folders, Wire Frame",21
TU-2012-7140,11-12-2012,OFF-BIN-10002061,"Binney & Smith Sketch Pad, Blue",37
MX-2012-154179,11-12-2012,OFF-FA-10000801,"Advantus Paper Clips, Assorted Sizes",19
US-2012-156860,11-12-2012,OFF-AR-10002380,"Boston Highlighters, Blue",30
CA-2012-104346,11-12-2012,FUR-BO-10003450,"Bush Westfield Collection Bookcases, Dark Cherry Finish",70
ES-2012-4610139,11-12-2012,OFF-FA-10002045,"Accos Rubber Bands, Metal",34
IN-2012-60987,11-12-2012,OFF-LA-10002939,"Harbour Creations Legal Exhibit Labels, 5000 Label Set",23
US-2012-120572,11-12-2012,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,13
CA-2012-106362,11-12-2012,OFF-BI-10003166,GBC Plasticlear Binding Covers,10
TU-2012-7140,11-12-2012,OFF-SME-10001853,"Smead Folders, Blue",14
CA-2012-104346,11-12-2012,OFF-AR-10001473,Newell 313,13
US-2012-145205,11-12-2012,OFF-BI-10000765,"Avery Hole Reinforcements, Durable",7
TU-2012-7140,11-12-2012,OFF-STO-10003082,"Stockwell Staples, Assorted Sizes",7
US-2012-156860,11-12-2012,OFF-LA-10004164,"Smead Color Coded Labels, Laser Printer Compatible",7
CA-2012-104346,11-12-2012,OFF-AR-10001545,Newell 326,4
IN-2012-37698,12-12-2012,OFF-ST-10000704,"Rogers File Cart, Blue",703
IN-2012-78333,12-12-2012,OFF-ST-10000622,"Rogers File Cart, Single Width",852
ID-2012-70857,12-12-2012,OFF-ST-10003528,"Fellowes Folders, Wire Frame",169
IN-2012-55618,12-12-2012,FUR-BO-10003206,"Sauder Floating Shelf Set, Pine",1176
CA-2012-110870,12-12-2012,TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,300
IN-2012-68400,12-12-2012,OFF-ST-10001567,"Smead File Cart, Single Width",347
IN-2012-78333,12-12-2012,FUR-BO-10001708,"Safco Stackable Bookrack, Pine",455
IN-2012-86208,12-12-2012,OFF-ST-10002028,"Fellowes File Cart, Single Width",275
CA-2012-134075,12-12-2012,OFF-ST-10001496,Standard Rollaway File with Lock,360
ES-2012-4802903,12-12-2012,FUR-BO-10004834,"Safco 3-Shelf Cabinet, Mobile",154
IT-2012-5230168,12-12-2012,OFF-ST-10002759,"Eldon Shelving, Industrial",117
CA-2012-154620,12-12-2012,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",349
IN-2012-73216,12-12-2012,OFF-SU-10001535,"Elite Box Cutter, High Speed",244
ES-2012-1349761,12-12-2012,FUR-FU-10003264,"Rubbermaid Clock, Black",201
ES-2012-2597613,12-12-2012,OFF-LA-10002752,"Smead Legal Exhibit Labels, 5000 Label Set",46
ID-2012-70857,12-12-2012,OFF-FA-10001304,"Stockwell Push Pins, Assorted Sizes",36
ES-2012-4457462,12-12-2012,OFF-FA-10000010,"OIC Staples, Metal",57
IN-2012-55618,12-12-2012,OFF-ST-10000007,"Fellowes File Cart, Single Width",412
IT-2012-3146139,12-12-2012,TEC-AC-10003172,"Memorex Numeric Keypad, Bluetooth",136
CA-2012-127481,12-12-2012,OFF-PA-10002377,Xerox 1916,98
ES-2012-4457462,12-12-2012,OFF-LA-10001831,"Harbour Creations Shipping Labels, Adjustable",28
CA-2012-134075,12-12-2012,FUR-FU-10004597,Eldon Cleatmat Chair Mats for Medium Pile Carpets,167
CA-2012-110870,12-12-2012,OFF-SU-10001225,Staples,26
IT-2012-3146139,12-12-2012,OFF-PA-10003105,"SanDisk Parchment Paper, Premium",134
IN-2012-55618,12-12-2012,OFF-PA-10004268,"SanDisk Note Cards, 8.5 x 11",238
CA-2012-155586,12-12-2012,OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",36
IT-2012-5271815,12-12-2012,OFF-AR-10002116,"BIC Pens, Fluorescent",23
MX-2012-103891,12-12-2012,FUR-CH-10003697,"Novimex Chairmat, Adjustable",39
CA-2012-127481,12-12-2012,OFF-PA-10002036,Xerox 1930,32
CA-2012-155586,12-12-2012,OFF-EN-10003072,Peel & Seel Envelopes,16
IN-2012-35682,12-12-2012,OFF-FA-10004067,"Stockwell Rubber Bands, 12 Pack",47
CA-2012-145065,12-12-2012,OFF-BI-10002437,Recycled Premium Regency Composition Covers,24
IN-2012-47316,12-12-2012,OFF-PA-10001275,"Xerox Note Cards, Multicolor",25
US-2012-167220,12-12-2012,TEC-AC-10002018,AmazonBasics 3-Button USB Wired Mouse,22
MO-2012-4720,12-12-2012,OFF-STO-10002708,"Stockwell Thumb Tacks, Bulk Pack",13
CA-2012-145065,12-12-2012,OFF-FA-10001229,Staples,8
MO-2012-4720,12-12-2012,OFF-STA-10004484,"Stanley Pens, Water Color",26
MO-2012-4720,12-12-2012,OFF-ACC-10000798,"Acco Hole Reinforcements, Economy",7
CA-2012-129042,12-12-2012,OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,8
CA-2012-155586,12-12-2012,OFF-AR-10001547,Newell 311,2
ES-2012-5877219,13-12-2012,TEC-PH-10004583,"Motorola Smart Phone, Cordless",5785
CM-2012-6440,13-12-2012,OFF-HOO-10000335,"Hoover Microwave, White",1841
CM-2012-6440,13-12-2012,TEC-MEM-10002005,"Memorex Router, Erganomic",976
CA-2012-157770,13-12-2012,TEC-PH-10001530,Plantronics Voyager Pro Legend,494
ES-2012-5514830,13-12-2012,TEC-MA-10003812,"Panasonic Printer, Wireless",2132
ES-2012-5877219,13-12-2012,OFF-AP-10000005,"KitchenAid Microwave, Red",1241
CM-2012-6440,13-12-2012,TEC-APP-10004912,"Apple Speaker Phone, with Caller ID",247
CA-2012-157770,13-12-2012,TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,249
MX-2012-118185,13-12-2012,FUR-CH-10003107,"Office Star Swivel Stool, Red",464
CM-2012-6440,13-12-2012,OFF-TEN-10002835,"Tenex Lockers, Industrial",205
MX-2012-112480,13-12-2012,TEC-AC-10002159,"Logitech Router, Erganomic",327
CM-2012-6440,13-12-2012,TEC-CAN-10004214,"Canon Fax and Copier, Color",193
IN-2012-61491,13-12-2012,FUR-CH-10002944,"Office Star Steel Folding Chair, Black",107
IN-2012-70710,13-12-2012,OFF-SU-10004814,"Fiskars Shears, High Speed",95
ES-2012-5870268,13-12-2012,OFF-BI-10002894,"Avery Binding Machine, Durable",352
MX-2012-112480,13-12-2012,TEC-CO-10001221,"Brother Fax and Copier, Laser",637
IN-2012-61491,13-12-2012,OFF-AR-10001823,"BIC Highlighters, Blue",80
NI-2012-380,13-12-2012,FUR-BUS-10004820,"Bush Classic Bookcase, Mobile",125
CM-2012-6440,13-12-2012,OFF-STA-10004885,"Stanley Sketch Pad, Easy-Erase",45
CA-2012-148250,13-12-2012,OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,134
MX-2012-118185,13-12-2012,OFF-ST-10001393,"Fellowes Trays, Blue",115
IN-2012-61491,13-12-2012,OFF-AR-10001518,"Binney & Smith Pencil Sharpener, Water Color",48
CA-2012-157770,13-12-2012,TEC-AC-10003399,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36
MX-2012-112480,13-12-2012,OFF-ST-10002714,"Tenex Shelving, Blue",146
RS-2012-6380,13-12-2012,TEC-MOT-10003366,"Motorola Audio Dock, Full Size",175
MX-2012-118185,13-12-2012,OFF-EN-10002700,"Ames Business Envelopes, Recycled",45
CA-2012-157770,13-12-2012,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",29
CA-2012-8000,13-12-2012,OFF-EAT-10004051,"Eaton Memo Slips, Recycled",27
IN-2012-70521,13-12-2012,OFF-FA-10001702,"Advantus Push Pins, 12 Pack",28
CA-2012-139962,13-12-2012,OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,38
ES-2012-5877219,13-12-2012,FUR-FU-10004483,"Deflect-O Light Bulb, Durable",22
CA-2012-139962,13-12-2012,OFF-PA-10004451,Xerox 222,19
ES-2012-5514830,13-12-2012,OFF-ST-10001091,"Smead Box, Industrial",20
CA-2012-125423,13-12-2012,OFF-LA-10001771,Avery 513,10
NI-2012-380,13-12-2012,OFF-KLE-10000527,"Kleencut Scissors, High Speed",7
CA-2012-148250,13-12-2012,OFF-PA-10000289,Xerox 213,13
ES-2012-1390982,14-12-2012,TEC-CO-10000775,"Sharp Fax and Copier, Laser",1003
CA-2012-123232,14-12-2012,TEC-PH-10001051,HTC One,320
MX-2012-118031,14-12-2012,TEC-CO-10001042,"Sharp Fax and Copier, High-Speed",444
ES-2012-1340804,14-12-2012,FUR-BO-10001621,"Dania Stackable Bookrack, Traditional",327
ES-2012-4718907,14-12-2012,FUR-FU-10004516,"Deflect-O Frame, Black",880
IN-2012-65880,14-12-2012,FUR-CH-10003822,"SAFCO Steel Folding Chair, Adjustable",441
CA-2012-141593,14-12-2012,FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",274
IN-2012-65880,14-12-2012,OFF-AR-10000733,"Binney & Smith Canvas, Fluorescent",263
ES-2012-1390982,14-12-2012,OFF-EN-10000556,"Kraft Interoffice Envelope, Security-Tint",99
US-2012-157588,14-12-2012,OFF-BI-10004200,"Ibico Binding Machine, Clear",102
ES-2012-3161067,14-12-2012,OFF-AR-10001777,"Binney & Smith Sketch Pad, Water Color",198
RS-2012-4960,14-12-2012,OFF-BOS-10002073,"Boston Canvas, Water Color",114
IN-2012-34562,14-12-2012,OFF-ST-10001186,"Rogers Trays, Industrial",155
ES-2012-4329367,14-12-2012,OFF-FA-10004665,"Stockwell Paper Clips, Metal",52
MX-2012-130414,14-12-2012,TEC-PH-10000381,"Apple Signal Booster, Full Size",184
CA-2012-125066,14-12-2012,OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56
CA-2012-141593,14-12-2012,OFF-BI-10001153,Ibico Recycled Grain-Textured Covers,55
MX-2012-134110,14-12-2012,OFF-AR-10002380,"Boston Highlighters, Blue",75
US-2012-167570,14-12-2012,FUR-FU-10003874,"Advantus Door Stop, Erganomic",87
MX-2012-134110,14-12-2012,OFF-AR-10000481,"BIC Markers, Blue",35
CA-2012-126347,14-12-2012,TEC-AC-10003063,Micro Innovations USB RF Wireless Keyboard with Mouse,50
MX-2012-113677,14-12-2012,OFF-SU-10000213,"Kleencut Shears, Easy Grip",32
CA-2012-114048,14-12-2012,FUR-FU-10004351,Staples,29
IN-2012-65880,14-12-2012,OFF-BI-10001324,"Ibico Hole Reinforcements, Clear",32
IN-2012-65880,14-12-2012,OFF-SU-10004461,"Stiletto Box Cutter, High Speed",36
CA-2012-141593,14-12-2012,OFF-BI-10000948,"GBC Laser Imprintable Binding System Covers, Desert Sand",34
CA-2012-141593,14-12-2012,OFF-PA-10004983,Xerox 23,6
CA-2012-130253,14-12-2012,FUR-FU-10002963,"Master Caster Door Stop, Gray",15
CA-2012-146696,14-12-2012,OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,8
BO-2012-5210,14-12-2012,OFF-CAR-10001358,"Cardinal Hole Reinforcements, Clear",10
CA-2012-125066,14-12-2012,FUR-FU-10003829,Stackable Trays,6
RS-2012-4960,14-12-2012,OFF-BIN-10001257,"Binney & Smith Sketch Pad, Easy-Erase",93
CA-2012-119592,14-12-2012,OFF-BI-10004187,Staples,4
CA-2012-147830,15-12-2012,TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System,2025
CA-2012-147830,15-12-2012,TEC-MA-10000418,Cubify CubeX 3D Printer Double Head Print,1800
IN-2012-57424,15-12-2012,OFF-AP-10004295,"Cuisinart Refrigerator, Silver",1987
IN-2012-40211,15-12-2012,TEC-CO-10004897,"Sharp Fax Machine, High-Speed",1469
CA-2012-109638,15-12-2012,TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,900
CA-2012-147830,15-12-2012,FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",263
IN-2012-16845,15-12-2012,OFF-PA-10001258,"Green Bar Cards & Envelopes, Multicolor",448
ES-2012-1705014,15-12-2012,OFF-SU-10000087,"Stiletto Ruler, High Speed",89
MX-2012-161704,15-12-2012,OFF-ST-10001326,"Tenex Shelving, Single Width",182
ES-2012-1705014,15-12-2012,OFF-SU-10004818,"Stiletto Trimmer, Steel",84
MX-2012-161704,15-12-2012,FUR-BO-10004459,"Safco 3-Shelf Cabinet, Traditional",180
ES-2012-1684145,15-12-2012,OFF-AR-10002165,"Boston Sketch Pad, Fluorescent",150
MX-2012-118801,15-12-2012,FUR-CH-10004478,"Hon Steel Folding Chair, Adjustable",112
IN-2012-23551,15-12-2012,OFF-FA-10001596,"Stockwell Clamps, 12 Pack",78
CA-2012-150308,15-12-2012,TEC-PH-10001433,Cisco Small Business SPA 502G VoIP phone,246
ES-2012-1684145,15-12-2012,OFF-BI-10002894,"Avery Binding Machine, Durable",151
CA-2012-109638,15-12-2012,OFF-AP-10002472,3M Office Air Cleaner,104
ES-2012-2418365,15-12-2012,OFF-AR-10003629,"Boston Canvas, Water Color",114
ES-2012-1684145,15-12-2012,OFF-AP-10001805,"KitchenAid Toaster, Silver",172
IN-2012-16845,15-12-2012,OFF-EN-10001029,"Cameo Business Envelopes, Recycled",77
ES-2012-1684145,15-12-2012,OFF-AR-10001190,"Boston Canvas, Easy-Erase",108
IN-2012-16845,15-12-2012,OFF-LA-10002180,"Hon Color Coded Labels, 5000 Label Set",53
ES-2012-4122602,15-12-2012,OFF-AR-10002156,"Stanley Highlighters, Blue",44
MX-2012-161704,15-12-2012,FUR-CH-10003697,"Novimex Chairmat, Adjustable",126
CA-2012-109638,15-12-2012,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,51
IN-2012-23551,15-12-2012,OFF-LA-10004894,"Hon Shipping Labels, Alphabetical",13
IN-2012-16845,15-12-2012,OFF-LA-10000732,"Novimex Round Labels, 5000 Label Set",33
MX-2012-161704,15-12-2012,OFF-FA-10000700,"OIC Thumb Tacks, 12 Pack",18
MX-2012-161704,15-12-2012,OFF-FA-10002719,"OIC Rubber Bands, Bulk Pack",23
CA-2012-147830,15-12-2012,TEC-PH-10004908,Panasonic KX TS3282W Corded phone,102
IN-2012-16845,15-12-2012,OFF-BI-10003340,"Acco Index Tab, Durable",18
MX-2012-161704,15-12-2012,FUR-CH-10001647,"Novimex Swivel Stool, Black",173
CA-2012-137225,15-12-2012,OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3
ID-2012-66055,16-12-2012,FUR-TA-10004892,"Chromcraft Wood Table, with Bottom Storage",1448
IN-2012-60385,16-12-2012,TEC-MA-10002871,"Panasonic Receipt Printer, Red",236
ID-2012-66055,16-12-2012,OFF-ST-10003907,"Rogers Shelving, Wire Frame",122
ID-2012-66055,16-12-2012,OFF-SU-10002732,"Acme Box Cutter, High Speed",151
IN-2012-60385,16-12-2012,OFF-PA-10004187,"Xerox Message Books, Multicolor",65
ID-2012-66055,16-12-2012,FUR-FU-10004780,"Deflect-O Frame, Duo Pack",110
CA-2012-162544,16-12-2012,OFF-PA-10004948,Xerox 190,5
ES-2012-3820035,17-12-2012,TEC-MA-10003557,"Panasonic Inkjet, Durable",1249
US-2012-120355,17-12-2012,FUR-CH-10000891,"Harbour Creations Executive Leather Armchair, Black",1137
RS-2012-7220,17-12-2012,TEC-EPS-10001651,"Epson Phone, White",635
ES-2012-5581627,17-12-2012,TEC-MA-10003280,"Panasonic Receipt Printer, White",716
US-2012-138121,17-12-2012,FUR-CH-10003817,"Global Value Steno Chair, Gray",547
RS-2012-7220,17-12-2012,TEC-EPS-10002523,"Epson Card Printer, White",337
CA-2012-134117,17-12-2012,OFF-AR-10003903,Sanford 52201 APSCO Electric Pencil Sharpener,205
US-2012-138121,17-12-2012,FUR-CH-10003846,Hon Valutask Swivel Chairs,303
SA-2012-9800,17-12-2012,OFF-HAM-10004917,"Hamilton Beach Stove, Red",542
CM-2012-2220,17-12-2012,TEC-OKI-10000372,"Okidata Inkjet, Durable",1250
MX-2012-111024,17-12-2012,FUR-TA-10004937,"Chromcraft Conference Table, Rectangular",1392
US-2012-120355,17-12-2012,FUR-BO-10001969,"Sauder 3-Shelf Cabinet, Pine",538
US-2012-138121,17-12-2012,FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",212
RS-2012-1330,17-12-2012,TEC-STA-10001232,"StarTech Phone, Durable",149
US-2012-138121,17-12-2012,FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,142
ES-2012-5581627,17-12-2012,OFF-BI-10004924,"Cardinal 3-Hole Punch, Economy",403
MX-2012-111024,17-12-2012,FUR-CH-10000265,"Office Star Chairmat, Adjustable",410
ES-2012-5238758,17-12-2012,OFF-AR-10000399,"Stanley Canvas, Water Color",379
ES-2012-5238758,17-12-2012,OFF-AR-10000399,"Stanley Canvas, Water Color",332
CA-2012-134117,17-12-2012,TEC-PH-10004908,Panasonic KX TS3282W Corded phone,136
ES-2012-5581627,17-12-2012,FUR-CH-10002647,"Novimex Rocking Chair, Red",263
IT-2012-1570708,17-12-2012,OFF-ST-10000130,"Eldon Trays, Wire Frame",56
IT-2012-1252410,17-12-2012,TEC-MA-10004897,"StarTech Calculator, White",69
US-2012-120355,17-12-2012,TEC-AC-10004620,"Belkin Flash Drive, USB",169
IN-2012-24783,17-12-2012,OFF-PA-10003390,"Enermax Computer Printout Paper, Recycled",142
CA-2012-134117,17-12-2012,OFF-BI-10002026,Avery Arch Ring Binders,93
ES-2012-2233016,17-12-2012,OFF-AR-10001482,"Stanley Markers, Easy-Erase",45
US-2012-129637,17-12-2012,OFF-ST-10003716,Tennsco Double-Tier Lockers,180
TU-2012-5940,17-12-2012,OFF-FEL-10004974,"Fellowes Folders, Industrial",43
US-2012-121853,17-12-2012,TEC-PH-10001095,"Nokia Headset, with Caller ID",88
TU-2012-460,17-12-2012,OFF-BOS-10002073,"Boston Canvas, Water Color",45
IN-2012-24783,17-12-2012,FUR-FU-10001343,"Eldon Stacking Tray, Erganomic",120
IT-2012-2805634,17-12-2012,OFF-SU-10004980,"Acme Trimmer, Steel",88
CM-2012-2220,17-12-2012,TEC-OKI-10000794,"Okidata Calculator, White",101
UP-2012-5340,17-12-2012,OFF-BIC-10002403,"BIC Sketch Pad, Easy-Erase",49
TU-2012-460,17-12-2012,FUR-ADV-10004159,"Advantus Frame, Durable",43
US-2012-138121,17-12-2012,OFF-BI-10000320,GBC Plastic Binding Combs,30
MX-2012-114216,17-12-2012,TEC-AC-10001172,"Logitech Numeric Keypad, Erganomic",147
MX-2012-111024,17-12-2012,TEC-AC-10000431,"Belkin Flash Drive, Bluetooth",56
ES-2012-3820035,17-12-2012,OFF-BI-10004448,"Ibico Binder, Clear",60
ES-2012-5238758,17-12-2012,OFF-AR-10000444,"BIC Highlighters, Blue",85
IN-2012-52657,17-12-2012,OFF-LA-10000590,"Smead Color Coded Labels, 5000 Label Set",40
ES-2012-1632329,17-12-2012,OFF-EN-10003962,"GlobeWeis Clasp Envelope, Set of 50",20
ES-2012-3820035,17-12-2012,OFF-BI-10001833,"Ibico Hole Reinforcements, Recycled",29
IN-2012-74686,17-12-2012,OFF-LA-10000471,"Smead Shipping Labels, 5000 Label Set",24
CA-2012-134117,17-12-2012,OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",16
IT-2012-2805634,17-12-2012,OFF-SU-10001351,"Stiletto Letter Opener, Steel",38
SA-2012-9800,17-12-2012,OFF-FEL-10002158,"Fellowes Folders, Blue",26
ES-2012-5238758,17-12-2012,OFF-FA-10000256,"Advantus Clamps, Bulk Pack",35
IN-2012-54897,17-12-2012,OFF-LA-10003435,"Harbour Creations File Folder Labels, Laser Printer Compatible",24
US-2012-129637,17-12-2012,FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",42
TU-2012-5940,17-12-2012,OFF-GLO-10001348,"GlobeWeis Manila Envelope, Security-Tint",24
ES-2012-5064111,17-12-2012,OFF-BI-10003917,"Wilson Jones 3-Hole Punch, Recycled",28
IN-2012-54897,17-12-2012,OFF-BI-10004868,"Wilson Jones Hole Reinforcements, Durable",27
ES-2012-5238758,17-12-2012,OFF-FA-10001330,"OIC Rubber Bands, Bulk Pack",15
TU-2012-5940,17-12-2012,OFF-EAT-10000652,"Eaton Computer Printout Paper, 8.5 x 11",12
US-2012-129637,17-12-2012,OFF-AR-10003829,Newell 35,13
IT-2012-2805634,17-12-2012,OFF-BI-10004903,"Ibico Hole Reinforcements, Durable",17
CM-2012-2220,17-12-2012,OFF-TEN-10003127,"Tenex Box, Industrial",17
IN-2012-54526,17-12-2012,OFF-LA-10001444,"Avery Round Labels, Alphabetical",6
IN-2012-55625,18-12-2012,TEC-PH-10003794,"Nokia Smart Phone, Full Size",1275
ID-2012-35276,18-12-2012,FUR-BO-10004911,"Ikea Corner Shelving, Mobile",452
MX-2012-100027,18-12-2012,FUR-BO-10004472,"Dania Library with Doors, Pine",582
ES-2012-3884977,18-12-2012,OFF-ST-10002900,"Smead Lockers, Wire Frame",711
US-2012-120131,18-12-2012,OFF-ST-10001809,Fellowes Officeware Wire Shelving,647
IN-2012-55625,18-12-2012,OFF-AR-10004486,"Sanford Canvas, Blue",404
US-2012-137960,18-12-2012,TEC-AC-10002253,Imation Bio 8GB USB Flash Drive Imation Corp,166
ES-2012-1572970,18-12-2012,FUR-FU-10002549,"Deflect-O Clock, Duo Pack",151
TU-2012-5900,18-12-2012,FUR-RUB-10003724,"Rubbermaid Frame, Duo Pack",176
ID-2012-35276,18-12-2012,FUR-FU-10001477,"Deflect-O Frame, Erganomic",293
ES-2012-3675354,18-12-2012,FUR-CH-10004592,"Hon Rocking Chair, Set of Two",319
ES-2012-5206109,18-12-2012,OFF-AR-10002156,"Stanley Highlighters, Blue",103
ID-2012-35276,18-12-2012,TEC-MA-10000345,"Konica Phone, Red",150
